FeatureIndex	FileName	MSLevel	MonoisotopicMass	AverageMass	MassCount	StartRetentionTime	EndRetentionTime	RetentionTimeDuration	ApexRetentionTime	SumIntensity	MaxIntensity	FeatureQuantity	MinCharge	MaxCharge	ChargeCount	IsotopeCosineScore	Qscore2D	PerChargeIntensity	PerIsotopeIntensity
140	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5839.207499	5842.830907	2	69.4113	70.1835	46.3299	70.1835	100549	59898.8	2.3292e+06	6	11	6	0.870988	0.406764436950734	19951.9;35039.8;27999.8;10684.7;5012.08;1860.21	0;0;14712.4;13516;15163.1;15479.5;14072.9;6328.2;4651.77;11146.9;5477.6
141	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4553.676262	4556.515817	2	70.4412	71.341	53.9867	71.341	91660.4	59622	2.47422e+06	4	5	2	0.894613	0.499180518741381	77443.5;14216.8	0;7367.93;20046.9;35038.5;23349.8;5857.25
142	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6070.281823	6074.031862	3	67.2898	68.5114	73.2932	68.3823	107101	59137.7	3.30679e+06	6	10	5	0.850696	0.360680482660762	29428.7;42935.9;19776.3;6949.1;8010.91	3622.69;0;9704.54;21126.5;16997.8;34774.7;10837.6;13659.9
143	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5479.268226	5482.651868	2	69.0898	69.7334	38.6138	69.0898	111295	59051.7	2.14876e+06	5	8	4	0.884505	0.433545975593743	23207.8;36319.4;40431.1;11336.4	2511.89;10839.7;5832.91;24561.7;19414.3;22387;15679.8;0;4028.42;4932.93;0;3618.05
144	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	7407.870825	7412.477651	2	68.5114	69.0898	34.7065	68.5114	95255.9	58865.5	1.653e+06	8	10	3	0.891708	0.515489663167213	36390.3;29915.5;28950.1	5013.66;4556.94;0;8618.74;23338.2;24422.5;14367.2;11641;0;4970.53;3340.69
145	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5356.357897	5359.674713	2	66.3899	67.2898	53.9964	67.2898	105454	57141.9	2.84706e+06	5	7	3	0.876687	0.355803001008929	48105.1;31017.5;50156.4	0;5032.39;13590.4;20778.1;13915.2;17327.3;14815.3;15768.2;0;0;4226.72
146	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4366.581894	4369.327283	2	68.2534	68.5757	19.3413	68.5757	94180.6	56882.3	910788	4	7	4	0.857698	0.664835873085027	18946.5;49239.3;17167;8827.72	0;5782.07;13914.3;28587.7;25397.7;8053.43;5849.72;6595.58
147	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5683.083613	5686.601387	2	67.1615	68.0607	53.9511	68.0607	96204.2	56734.7	2.59516e+06	6	8	3	0.881946	0.45734516722956	19876.4;54086.1;22241.8	0;3573.01;8962.62;20908.8;11627.9;20722.9;8860.15;8341.14;6697.8;6509.98
148	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4894.245163	4897.308201	2	68.9614	69.6043	38.5763	68.9614	91561.4	56264.9	1.76605e+06	5	7	3	0.877855	0.26523300164229	25327.7;45799.8;20433.9	0;0;22884.6;16845.5;15469.5;17638.2;7091.47;7455.44;0;4176.55
149	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5209.146070	5212.377050	2	67.7394	68.7042	57.8876	68.7042	104699	55567.9	3.0304e+06	5	7	3	0.872658	0.381745751276095	9502.36;55851.6;39345.5	4346.06;7036.15;11320;20640.2;28956.4;20475.4;0;11828;0;0;4443.27
150	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5384.731250	5388.064066	2	67.611	68.1249	30.8369	68.1249	65717	55465.6	1.01325e+06	5	9	5	0.876758	0.518759801974441	14591.6;8360.58;12550;16146;14068.8	2400.1;0;11374.1;10376.8;15976.5;15689.8;5923.21;0;2647.01;3729.63
151	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6423.754861	6427.706186	2	70.8269	71.4699	38.5769	70.8269	98109.1	55398.2	1.89237e+06	6	9	4	0.876891	0.405149465182701	6519.63;30929.1;47315.1;13345.4	5416.44;0;12451.3;12907.2;21296.7;18018.3;11991.5;0;7091.73;14352.3
152	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5595.178426	5598.633083	2	69.0898	70.3124	73.3513	69.0898	79381.4	55099	2.91136e+06	5	7	3	0.862663	0.515525262353228	29450.3;25648.7;24282.4	0;0;8031.45;16800.7;13695.1;15282.7;13374.1;6022.03;0;0;0;6175.17
153	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4969.903475	4973.006315	2	70.119	70.7628	38.6268	70.7628	102644	55063.9	1.98241e+06	4	7	4	0.908021	0.487305798683606	18706;26099.2;47416.3;10422.8	4124.47;4521.45;20673.7;17216.7;18666;16099.7;6500.42;13250.2;0;5716.09
154	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4767.705874	4770.694092	2	70.8912	71.5986	42.447	71.5986	107175	54499.9	2.27464e+06	4	7	4	0.920426	0.597880319106845	7855.87;36048.5;40233.7;23037.3	0;4303.93;24404.4;27102;20802.7;18109.3;3933.68;8519.51
155	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6417.431593	6421.382917	3	67.8035	69.2826	88.7494	67.8035	132855	54110.1	3.68565e+06	6	8	3	0.852877	0.485266036941539	16571.8;103007;29327.9	3078.36;0;4892.54;23535.4;40070.3;13989.6;26410;18546.5;0;5410.99
156	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3280.965959	3282.984590	2	66.5828	67.5466	57.8292	66.5828	71693.5	53680.1	2.07299e+06	3	4	2	0.86196	0.555779144384613	14062;57631.5	5938.48;7903.01;27897.2;21937.1;3554.59;4109.63;6291.97
157	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4643.214965	4646.113730	4	66.9045	69.0898	131.121	66.9045	128070	53353.7	4.02833e+06	4	7	4	0.872919	0.826175210928754	53353.7;28397.2;33510.7;12808.3	3910.29;0;24937.6;38283.6;24962;21156.2;9637.37;0;9093.2
158	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4266.835177	4269.520596	2	69.0898	69.6043	30.8703	69.6043	82887.2	52903.1	1.27938e+06	5	7	3	0.867548	0.326145787800295	49126.7;25785.9;7974.51	3478.66;6180.41;17965.9;23357.9;6227.71;18409.8;3304.32;0;2958.93;4482.28
159	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6316.078954	6319.968404	2	70.2479	71.0841	50.1711	71.0841	84804.3	52841.8	2.12736e+06	8	9	2	0.854435	0.367460462024946	67668;17136.3	0;5351.38;4216.23;11969.2;13303.1;20831.5;18116.4;2400.83;0;5542.73;3072.91
160	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5104.556608	5107.734231	3	69.7976	70.3124	30.8846	69.9905	122086	52710.6	1.33346e+06	4	8	5	0.888662	0.41232510295347	8959.99;6952.04;49194.6;41011.1;15968.8	2698.19;2300.49;28324.9;18859.1;21891.6;15753.7;21705.8;6294.98;0;0;3951.49;3004.48
161	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	7756.191622	7761.028714	2	66.9045	67.9965	65.5198	66.9045	122069	69390	3.99896e+06	6	8	3	0.887216	0.271163101441786	11139.2;26069.7;84859.9	0;0;0;19840;19939.4;19579.3;19039.8;16828.1;7052.82;0;0;6246.83;0;13542.5
162	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3476.008048	3478.138829	2	69.2826	70.3767	65.6422	70.3767	76931.5	52525.8	2.52498e+06	3	4	2	0.927824	0.759139698466692	6815.29;70116.2	6738.61;12881.3;20710.9;23023.4;9551.84;10764
163	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5130.893323	5134.084695	2	70.1835	70.5698	23.1781	70.5698	72242.4	52041.3	837222	5	8	4	0.900959	0.574691321807514	12492.3;23263.4;29412;7074.76	3469.99;0;15194.4;14030.6;13654.3;9908.35;8574.49;8062.15;0;0;0;2818.11
164	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4552.670931	4555.510486	2	71.341	71.6629	19.3107	71.6629	97206.4	51801.1	938563	3	4	2	0.851734	0.725977124136867	11142.7;86063.7	0;7726.21;17853;24828.1;36920.5;9878.54
165	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4901.736283	4904.799320	2	68.4468	69.0898	38.5792	68.4468	98186.3	51690	1.89397e+06	4	7	4	0.928952	0.616444627514878	19181.9;21637.5;42295.9;15071.1	0;7493.61;17043.3;16724.3;20079.1;16041.1;9668.81;6669.78;4466.28
166	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3864.968773	3867.318482	2	67.3541	67.9965	38.5409	67.9965	71828.5	51253	1.38417e+06	4	6	3	0.892249	0.803349246240384	24329.7;39322.7;8176.07	0;6978.01;22215.3;21563.8;12642.8;8428.52
167	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5744.468762	5748.035776	2	67.0331	67.611	34.6711	67.0331	70393	51074.4	1.2203e+06	5	8	4	0.869607	0.461073936687836	10285.4;17941.9;9960.16;32205.5	2289.54;0;5963.82;17429.8;21950.5;18527.3;2693.43;3828.14
168	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4561.174332	4564.013887	2	70.1835	70.5054	19.3162	70.5054	77669.9	50092.7	750143	4	4	1	0.900827	0.448951798235358	77669.9	0;8013.68;14442.6;19472.5;19251;8294.51;0;0;0;8195.46
169	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4522.875646	4525.699343	2	70.5054	71.1483	38.5689	71.1483	78972.8	49204.3	1.52295e+06	5	6	2	0.900809	0.82037907326596	54677.1;24295.6	0;8087.74;17323.5;11533;18744.6;13029.9;10254.1
170	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6662.398607	6666.498274	4	66.9688	67.868	53.9495	67.611	162278	49121.5	2.14407e+06	6	9	4	0.8789	0.615979875103553	6733.16;134797;9314.62;11433.5	8163.01;0;4729.82;29685;39353.4;35117.1;40358.3;6981.07;6053.56
171	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5395.401640	5398.746095	2	69.8618	71.0841	73.3335	71.0841	63509	48940.1	2.32867e+06	6	8	3	0.877001	0.538614006281403	19034.6;29905.5;14568.9	0;6498.35;4144.26;13214.7;17445.3;8257.26;2240.21;7942.18;3766.78
172	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	7776.533096	7781.382008	2	70.3124	71.2126	54.0145	71.2126	70736.5	48778	1.9104e+06	9	10	2	0.878471	0.389024878072442	15872.7;54863.8	0;0;0;6267.76;16779.4;9356.46;15053.1;10046;8669.02;0;0;0;4564.83
173	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5674.945370	5678.463144	2	69.0257	70.119	65.5978	70.119	69869.7	48453	2.29165e+06	7	9	3	0.868359	0.535911493411476	48462.5;11507.9;9899.24	0;0;12892.6;9600.31;19877;18212.9;4521.45;0;4765.47
174	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5854.265450	5857.888859	2	66.1331	66.647	30.8361	66.1331	90729.7	48236.6	1.39888e+06	6	8	3	0.901434	0.623888234540993	39405.9;36193.2;15130.7	0;4220.28;13039.4;13602.9;16950.5;21590.2;4990.04;12397.7;0;0;3938.76
175	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6398.717670	6402.655381	2	66.3256	67.4183	65.5576	66.3256	83013.4	47575.6	2.72108e+06	7	9	3	0.878815	0.309021559184067	32865.7;41304.2;8843.5	0;0;7008.3;9919.62;25448.4;16555.4;6389.64;9614.11;4582.38;0;3495.52
176	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5612.199027	5615.653684	2	66.9688	67.2257	15.4143	66.9688	72771.9	46978.1	560866	5	6	2	0.920753	0.511208977654342	17937.2;54834.7	0;0;15036.5;13508;14215.9;14041.2;7995.7;7974.6
177	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4771.440751	4774.428968	2	68.1891	69.1542	57.9069	69.1542	84275.5	46560.4	2.44007e+06	4	6	3	0.868895	0.370345587218393	8081.47;51390.8;24803.2	0;8655.55;7735.72;23758.5;13712.6;17099.5;5013.91;0;0;4534.94;3764.66
178	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	7801.384022	7806.247213	2	69.7334	70.6986	57.9124	70.6986	88190.7	46475.4	2.55367e+06	8	9	2	0.868429	0.387495530212277	59813.8;28377	0;0;7365.67;5119.22;8595.51;23403.6;20992;10647.6;12067.2
179	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4642.671581	4645.570346	3	66.011	67.0331	61.331	66.011	115435	46461.6	2.43075e+06	3	6	3	0.911829	0.698085558660994	46461.6;46251.5;0;22722	0;6071.9;27863.9;37514.5;30532.8;9492.24;3959.81
180	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6230.581123	6234.419407	2	67.6753	68.8328	69.4477	67.6753	76945.8	46375	2.67185e+06	7	8	2	0.876442	0.351496711599754	21767.3;55178.4	0;9244.32;0;14259.7;17770.2;15173;11158.1;3613.96;0;5726.52
181	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6183.344430	6187.154868	2	66.2613	67.3541	65.571	66.2613	88695.2	46264.6	2.90792e+06	6	8	3	0.886419	0.584380844009087	35439;38907.9;14348.3	0;0;15655.2;13304.6;11532.8;18238.8;19660.7;4856.81;5446.44
182	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5997.926259	6001.636518	2	70.9555	71.5986	38.5894	71.5986	86887.3	46038.9	1.67647e+06	4	9	3	0.897408	0.330152406302297	46038.9;0;0;0;20718;20130.4	4153.95;0;7293.5;25219.5;16513.9;15758.3;13497.6;0;2935.31;5669.32
183	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5308.698188	5311.991672	3	69.2826	70.8912	96.5121	70.8912	93502.8	46022.1	2.43783e+06	6	8	2	0.898035	0.746344523421811	76838.2;0;16664.6	0;0;15081.9;22865.5;21538.7;20879.5;5714.09;7423.16
184	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5497.556699	5500.960797	2	68.2534	68.8973	38.6353	68.2534	69260.6	45690.4	1.33795e+06	5	7	3	0.884766	0.442807401579338	11813.7;12204.8;45242	0;3508.85;5607.72;16092.9;16439.4;14297.3;6937.7;0;0;6376.66
185	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4374.112353	4376.857742	2	68.7042	69.0898	23.1397	68.7042	65592	45673.8	758889	5	6	2	0.928986	0.563130227582686	22467.9;43124.2	6310.68;4783.18;13920.5;14660.8;13286.9;9381.1;3381.3;6178.24
186	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6419.401951	6423.353276	2	67.8035	68.7684	57.8945	67.8035	86542.8	45320.6	2.50518e+06	7	11	5	0.904991	0.51456965739583	63068.4;11100.5;10975;20891.1;2354	5149.1;0;9815.08;12636.4;26920.7;20020.8;11868.4;2053.88;0;0;3227.59
187	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6607.710810	6611.754350	2	69.9263	70.3124	23.1657	70.3124	89611.7	45129.1	1.03796e+06	6	9	4	0.852177	0.395422390600044	14158.9;30323.7;16914.4;28214.7	5077.57;0;3687.93;14730.2;14153.4;17074.7;9689.43;5296.74;11868.5;3558.47;9552.25
188	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3814.684501	3817.008855	2	69.3469	70.5698	73.3767	69.3469	59520.7	45106.1	2.18372e+06	4	5	2	0.877815	0.5744767882539	29372.7;30148	0;9195.22;14830.3;12624.8;17939;4931.44
189	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5727.884535	5731.439672	3	68.3823	69.9905	96.49	69.9905	108165	44573.7	3.66802e+06	7	9	3	0.921043	0.622736919762512	63136;30264.5;14764.4	0;7281.55;12698.7;17787.3;18070.4;23207.4;17505;7546.02;4068.44
190	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4498.273112	4501.085227	3	68.1891	69.9263	104.229	69.9263	74647.9	43790.9	2.64641e+06	5	7	3	0.856506	0.412467180030933	32832.2;24773.2;17042.4	0;0;15340.2;21679.2;14654.9;13203.3;4954.87;4815.3
191	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4855.456028	4858.493373	2	67.7394	68.0607	19.2768	67.7394	62870.7	43649.3	605974	5	8	3	0.861807	0.727844802796912	34800.9;8848.37;0;19221.5	0;0;11989.9;17138.4;14216.9;4554.64;10758.7;4212.16
192	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4530.636169	4533.459866	2	67.9965	68.5757	34.753	68.5757	62196.5	43599.6	1.08076e+06	4	9	6	0.864471	0.516959120860573	7596.41;30981.9;9843.81;6865.23;2446.18;4462.98	0;4649.1;12541.7;18465.6;20395.8;2216.13;0;0;3928.26
193	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6473.465851	6477.442797	2	66.9688	67.2898	19.2613	67.2898	66502.7	43433.2	640463	8	10	3	0.888712	0.42074316917882	31521.8;23828.6;11152.3	0;9606;0;11360;15102.9;14402.8;9014.37;2895.49;4121.13
194	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5206.558014	5209.788994	2	69.7334	69.9905	15.4255	69.7334	83258.2	43037.1	642148	5	8	4	0.860524	0.518459759481364	13059.3;38582.5;24087.8;7528.59	0;4914.13;10056.6;15056.6;20574.5;14756.7;17899.7
195	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3294.970365	3297.000829	2	67.9965	68.7042	42.4611	67.9965	71619.5	42921.2	1.52052e+06	4	4	1	0.909123	0.651699134845089	71619.5	0;17102.2;19180.5;13992.8;14680.7;6663.3
196	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4627.087658	4629.974914	2	67.4183	68.64	73.3033	67.4183	58989.6	42476.3	2.16206e+06	5	6	2	0.881684	0.503459518889612	42476.3;16513.3	0;0;18774.6;13476.1;11546.1;10324.5;4868.32
197	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6025.305702	6029.029752	2	67.8035	68.2534	26.9921	67.8035	78282	42240.1	1.0565e+06	6	10	4	0.86845	0.461120254981584	15346;20695.9;0;25532.7;16707.4	0;4205.66;2442.33;14046.1;18989.8;13757.1;15801.2;5070.78;0;0;3969.1
198	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3735.525943	3737.799722	2	69.0898	70.1835	65.6204	70.1835	51153.2	42039.6	1.67835e+06	5	7	3	0.913227	0.462343462861213	32692.8;14409.6;4050.8	0;8223.13;19736.5;11560.2;7141.54;1854.43;0;0;2637.5
199	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4130.793877	4133.391152	2	69.6043	70.4412	50.2142	70.4412	70550.8	41965.3	1.77133e+06	5	6	2	0.884341	0.559382918280553	27656.5;42894.3	4154.55;12686.2;9580.13;17635.6;22516.4;8132.5
200	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5565.886232	5569.329342	2	67.0974	67.3541	15.4059	67.0974	81872.2	41249.3	630658	5	7	3	0.906016	0.412450261135646	6786.5;57397.7;17688	0;0;10696.9;19091.5;17948.4;11249.8;7318.12;8780.98;6786.5
201	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4193.407363	4196.053263	3	66.7114	67.3541	38.5618	67.3541	110563	41241.2	1.49581e+06	3	6	4	0.882314	0.570611099120521	7549.24;55502.4;25627.5;21883.9	0;11124.7;24902.8;25656.4;34028.3;8381.02;0;0;3229.07;3240.76
202	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6544.894623	6548.910699	2	67.6753	68.1249	26.9787	68.1249	73319.4	40943.5	989031	7	7	1	0.867289	0.459351285218692	73319.4	0;5817.95;0;14444.7;17767.6;17868.3;4848.89;12572
203	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4770.043586	4773.031804	2	69.7976	69.9905	11.5727	69.9905	75267.4	40658.4	435523	6	6	1	0.851853	0.691820879966628	75267.4	0;3304.38;10032.7;24462;21681.9;15786.4
204	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3936.232773	3938.616226	2	70.4412	71.4699	61.7187	70.4412	78864.2	39713.8	2.4337e+06	3	4	2	0.879943	0.581952612474906	9821.72;69042.5	0;9821.72;15749.4;21217.8;16093.9;7758.44;0;8222.98
205	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2810.659726	2812.388668	2	70.6342	71.0841	26.99	70.6342	58526	39665.5	789808	3	4	2	0.884403	0.62762902727664	26642;31884	0;17915.7;23327.5;13498.4;3784.33
206	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5710.290457	5713.824627	2	70.119	70.5698	27.0473	70.5698	61959.6	39467.4	837920	6	8	3	0.890254	0.388812421683968	22492.2;15099.8;24367.6	0;2817.13;7240.81;12183;22386.8;11196.6;6135.24
207	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5102.691167	5105.868790	2	66.4541	66.7759	19.3047	66.7759	58211.6	39413.4	561879	5	7	2	0.891301	0.728247662265676	39413.4;0;18798.2	0;0;15858.6;12647.2;16796.9;10817.5;0;2091.39
208	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4640.636501	4643.535266	4	65.5097	67.5466	122.214	65.5097	112248	41487.6	3.31401e+06	4	8	5	0.855142	0.620946705322366	41487.6;18485.2;26265.2;15747.5;10262.4	0;0;30121.5;24294.3;36538.6;12496.1;5022.73;0;0;3774.72
209	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3758.403600	3760.688977	2	69.2826	69.669	23.1808	69.2826	51949.5	38862.2	602114	3	6	4	0.858054	0.326326676343268	7277.55;14156.9;6631.51;23883.5	0;5523.92;16855;18458.8;2569.03;5350.26;3192.42
210	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2832.042301	2833.787116	2	65.5738	66.1973	37.4094	66.1973	69891.4	38825	1.3073e+06	3	4	2	0.878598	0.571050894588556	38825;31066.4	0;21642.5;25225.2;16691.6;0;6332.03
211	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4294.200821	4296.899919	2	66.3256	66.5828	15.4294	66.3256	59505.2	38700.8	459065	5	8	4	0.887376	0.325764320696162	19652.7;19048.1;9258.17;11546.2	0;2915.32;15853.8;18264.5;15826.9;3527.01;3117.67
212	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5591.525350	5594.980007	2	71.0841	71.4053	19.2753	71.4053	75335.5	38357.4	726058	6	8	3	0.896646	0.51396032070371	36978.1;12195.4;26162	0;0;17774.7;11460.7;14155.9;18564.1;9513.22;3866.79
213	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3966.356001	3968.789604	2	67.4823	67.9324	27.0031	67.4823	48301.7	38353.3	652148	4	6	3	0.872294	0.627837558719623	16260.2;22093.2;9948.4	0;7443.34;11439.7;20228.2;9190.41
214	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2971.087344	2972.907851	2	66.0689	66.8403	46.2854	66.0689	63939.4	38308.4	1.47973e+06	3	4	2	0.890247	0.685890646093776	52925.2;11014.3	0;16097.5;18795.1;14700.3;6654.19;7692.28
215	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	5730.413669	5733.968806	2	68.9614	69.6043	38.5763	69.6043	71084.7	37528.5	1.37109e+06	5	8	4	0.894117	0.550433158831026	16049.4;21479.1;9047.68;24508.4	0;0;8249.01;12479.4;19943;13593.2;8909.83;3336.29;4573.86
216	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2867.659925	2869.427804	2	67.4823	67.868	23.14	67.868	62543.5	37266.9	723629	2	4	3	0.865458	0.419601121889004	10807.3;23330.8;28405.4	3258.39;15889.5;17408.5;21899.2;0;4672.74;0;2673.53
217	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4631.574283	4634.461539	2	68.8328	69.7976	57.8915	69.7976	60705.5	37164.6	1.75717e+06	5	7	3	0.860441	0.481751023544237	44216;6080.11;10409.4	0;0;13289.1;18057.4;12923.3;11458.1;0;4977.57
218	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	6057.959663	6061.695495	2	69.6043	70.8269	73.356	69.6043	69047.7	36922.9	2.53253e+06	6	7	2	0.897438	0.525997591645942	16448.9;52598.8	0;0;7302.76;16750;17524.8;12247.9;15222.3
219	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	3930.779401	3933.162854	2	70.0548	71.2126	69.4674	71.2126	69701.4	36919.2	2.42099e+06	4	5	2	0.890983	0.790559417725361	36919.2;32782.2	6398.56;4100.81;19896.8;23215.7;14070.9;4887.76;3529.41
220	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	2030.208354	2031.476875	2	68.7684	69.1542	23.1504	68.7684	68440.8	36909.3	792216	3	4	2	0.879056	0.624079319270464	64406.3;4034.41	9473.38;26277.9;18971.3;7649.83;15541.8
221	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4736.580044	4739.542023	2	66.3256	66.5828	15.4294	66.5828	71067.7	36586.4	548266	4	7	4	0.863163	0.441041973289634	7231.53;17158.6;12196.3;34481.3	0;0;18100.9;17008.9;14135;4894.08;12487.6;4441.19
222	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4544.734518	4547.574073	2	67.611	68.7042	65.5911	68.7042	63571.4	36486.1	2.08486e+06	5	7	3	0.896617	0.287244670516051	33875.1;18982.2;10714.1	0;6789.75;11868.8;17367.1;15910.8;0;7153.58;4481.36
223	../workspaces-FLASHApp/default/flashtnt/input-files/mzML-files/example_fd.mzML	1	4623.850508	4626.737764	2	68.7042	69.6043	54.01	68.7042	56189.1	36238.2	1.51739e+06	5	6	2	0.881593	0.318531091082065	34685.6;21503.5	0;3890.29;11125.8;13247.4;15219.9;6547.11;0;0;0;6158.62
